,target
parish Bielsko Biała,1
19 day service,1
SOS SOR KRPT.Janek,1
monthly Divine Providence,1
1997 Solidarity Podbeskidzie,1
1952 Bielsko Krakow,1
Solidarity trade unions,1
Commission Rzeszów region,1
democratic traffic declaration,1
S Higher Szczecin,1
SOR KRPT.Chord,1
2006 Dominion retirement,1
staprebeline,1
S Gdański ZR,1
1951 Maria Curie Lublin,1
9 Szczecin shipyard,1
tourist transit Italy,1
2006 trade union retirement,1
own Lech business,1
Intermediate Strike work,1
7th Śląsko Dąbrowskiego Region,1
private factory Toruń,1
Debotwo,1
Young Polish SW,1
80th Supreme independence,1
20 High School Warsaw,1
graphic -Rraniowski Publishing II,1
2013).Co Internowini.pl Association,1
Bulletin Mazowsze Region,1
vocational  Bydgoszcz,1
independent union plant,1
mechanical opposition activist Henrych,1
Automotive Technical Toruń,1
1989 National Niezniazek,1
Air engine,1
Katowice,1
S Drogi Tadeusz Solidarity,1
special Provincial Qualification services,1
Higher Professional Poznan,1
1981 Software Text Delegates,1
humanistic  psychology,1
K SOR Patron,1
party Non -Party Councilors,1
S trade Podbeskidzie,1
John Piechta,1
Hungarian Saint Stefan,1
secondary  adults,1
own construction 1990,1
leaflet member action,1
1981 Press Spokesman,1
first Commission Mapnown,1
harder IT employee Krakow,1
economic European advisors,1
SOS SOR KRPT.Arab,1
1988 Catholic Students Lublin,1
Committee Catholic Intelligence Club,1
party ID,1
graduate Gdańsk Technology,1
central Gdańsk Shipyard,1
1988 Intermediate Strike Committee,1
Food Equipment SPOMASZ,1
work Michael Pleszew,1
2001 Partner Cities Pleszew,1
1989 Polish Czechoslovak Solidarity,1
Szczecin Dąbie,1
King Zygmunt Bialystok,1
"Industry S"".1993 Rena",1
o.o.(Formerly Glass Dimensionant,1
2012 Polish Film Chronicle,1
KS MO SOR KRPT.Distributed,1
Forest Environmental Gubin,1
Fotochlas.1986 1989 photo plant,1
1984 Warsaw Sulejów,1
S Satiric Scriptures,1
Wypofama.1979 1980 Poznań Electrochemical Centers,1
University Social Sociology,1
team Re S,1
1982  1993,1
fourth Higher year,1
3 Gdynia Redłowo,1
1981 trade Delegate,1
donative III High works,1
Gloria Artis National Justice,1
Institute Polish 2008,1
Long A. Gdansk,1
KRPT.Activist ke crypt,1
V Sor Krypt,1
News Tarnowskie magazine,1
S A Tarnów,1
MKOMISSIA Bureau,1
Solidarity Klub Parliamentarnyp EC,1
responsible contact Church,1
proprietary opposition writers,1
writing Independent Anna,1
Coordination Solidaritet Norge exile,1
twelfth Maritime Commercial Gdańsk,1
2009 Surveying chairman,1
Zofia Świętokrzyskie June,1
1946  Warsaw,1
3 Nowa Huta,1
1990 Quartz employment,1
1961 tin packaging,1
medium metal Gdańsk,1
SOMA agency,1
Solidarity Mokotów association,1
Debaring,1
independent council).1986 Szczecin,1
psychiatric day Szczecin,1
chemical technical chemical Inowrocław,1
free Catholic Lublin,1
first Catholic Lublin,1
Repeatedly John Paul revisions,1
edited Social Science Documents,1
1959 Catholic history,1
independent Lublin magazine,1
Great community communities,1
dozen language versions,1
1994 Polonia Rebirth,1
1948 canon law,1
KPN,1
Co Party Agreement,1
1995 Polish Political Club,1
Mechanical Technical Gorlice,1
underground  scriptures,1
1981 Government Tarnów,1
1982 Sacred Pobiedziska,1
Bulletin Professional Niezniazek,1
employee shareholders,1
1990 Solidarity fighting,1
mechanics ZR Gdańsk,1
1985 United States,1
1973 KS MO,1
Individuals Government Trade Gorzowska,1
1996 Kashubian Lake District,1
gallows,1
request,1
1963–1984 Warsaw Housing Cooperative,1
called occupation shipyard,1
relevant  information,1
4 SMISA 1989,1
1985 Faculty III-2 SUSW,1
Christian culture churches,1
S Polish Actors,1
1999 Warsaw enterprises,1
1979 Wielkopolska Kujawska,1
Socialist Party RD,1
2001 Right Tarnów truth,1
13 Mera XII,1
registration  S,1
includingChess sports tournaments,1
XII 1981 Szczecin shipyard,1
Technical Secondary Tarnów,1
1986 PLN Canada,1
independent homeland;1984 children,1
S Polish State Rozwadów,1
Technical Secondary Tychy,1
1985 Supreme Bar Council,1
1988 Lech SG,1
inconsistent Bellevue Heights,1
high Stefan Krakow,1
memorial Radom;A 1989,1
1988 Karate Shodan championship,1
Warsaw.1980  Bialystok,1
called Sejm Polish Republic,1
independent Nszowiek Rodła,1
1981 Youth Union,1
Basic Automotive Inowrocław,1
first Gdańsk Weekly,1
Committee Aid Wałbrzych,1
Struktur  2003,1
KW MO EC KRPT.Parrot,1
Regional Falentach,1
1989 V crypt,1
honorary Polish Authors 2004,1
common Gorzów room,1
ministerial government region,1
extraordinary years review,1
Where Stanisław Żytkowski,1
Christian others culture,1
minor eg son,1
provincial letter);a listening,1
2008 National Health Rzeszów,1
home,1
1994 State Tribunal,1
19 Ostrów VII,1
independent Health Service letter,1
union union union S,1
2001  retirement,1
crypt SOSExtreme,1
Comédie 1993,1
1988 Lubelskie Voivodeship,1
striking strike action,1
pediatric Ostrów Pleszew,1
following South East,1
Active strike guard,1
1981 Psychiatric Day Branch,1
8,1
PKSLW Self messages,1
own Kurier business,1
communication Poznań,1
high employee files,1
PZPR;1973 Municipal National Olsztyn,1
patriotic  programs,1
there IT 2004,1
1921  Lublin,1
retirement  2003,1
2010 Vice Chamber,1
3 Labor months,1
independent Mostostal Stalowa publications,1
1995 Property Transformation,1
violence Zamość Flyer barn,1
2014 Medical Łódź,1
wing election committee,1
5  prison,1
1948  Olsztyn,1
local opposition presses,1
Warsaw;1967 PZPR member,1
Medical Gdańsk,1
voluntary Polish Corps Office,1
Solidarity Ostrów pension,1
1981 Chairman Professional Nieznie,1
WGT.Repeatedly  interrogation,1
murdered laying miners,1
1982 Warsaw Białołęka,1
high school construction Lublin,1
secret Military Garrison relationship,1
electrical  installations,1
1983 Solidarity work,1
working St. Stanisław homeland,1
Secretariat health protection,1
Commission Dąbrowa Górnicza,1
1946 Jagiellonian University,1
"Znak"";1986 Literature translator",1
SO WUSW crypt,1
SOS SOR KRPT.Roe,1
national Water defense,1
work.1983 1988 Virgin Biłgoraj,1
1986 Electronic 1985,1
1982  fasting,1
Rebirth OrderPolish,1
Secondary Gdańsk,1
Mazovian Stalowa Wola,1
Cursed Białystok,1
printing Factory house,1
Polish  culture,1
basic printing Gdańsk,1
co -organizer Dąbrowa 1989,1
1 Skarżysko Kamienna,1
10 years imprisonment,1
long term treatment,1
11 Nowa.1977 December,1
FacultyV EC crypt,1
technical wood Łomża,1
1988 Białystok region,1
1980 Catholic Lublin,1
1985 Sor Krypt,1
COMMUNE Member S,1
Great President Rzeczpospolita exile,1
1987 outThird sauce,1
human Opposition Poland,1
Echo,1
independent publication point,1
1988 Krystyna employment,1
literary book prison,1
underground Kolporterka husband,1
Solidarity Zielona 2001,1
worse opposition activities,1
2010 Russia).A Gdańsk,1
Social tasks).1983 Warsaw,1
. MSA Alpimor o.o,1
1980 animal care,1
honorary Political Poland,1
Kor Chairman Professional Nieznieżek,1
2011 P.O.directorIn vicentary,1
National Audit Committee,1
1978 WatchIII KS EC,1
main youth palace,1
Mechanical Technical Świdnica,1
21  XII,1
theoretical Catholic philosophy,1
farm  Gołuchowa,1
s Świętokrzyskie Region,1
2 SOR KRPT.Contractor,1
1981 Krajowy Śląsk Delegate,1
2002 ownership economy,1
2007 PO list,1
currently Physical Wrocław,1
working Francaise).Co people,1
editorial High Services Gdańsk,1
4th High SchoolStanisław Sosnowiec,1
1956 CZ.Autobiography L. Democracy,1
Solidarity IJP Som,1
EC KRPT.Virgin,1
construction Corina renovation Budros,1
poor  health.11,1
IX 1977 Democratic Traffic Declaration,1
1977).A Social Gdańsk,1
1979 Dariusz RMP,1
Kolporter underground Tygodnik university,1
Revolution Zbigniew activists,1
Major Warsaw,1
L. Wałęsa,1
religious Roman Catholic Czechoslovakia,1
presbytery,1
1980 Workbook Gdańsk,1
2008 football VII,1
workingMaria High Szczecin,1
1981 Garnizh Białystok,1
underground  officers,1
gastronomic  Gdansk,1
pedagogical mechanization course,1
Plastic Warsaw,1
Krynica Freedom,1
Kolporter independent Kolporter repressed,1
vocational Krynica Zdrój,1
1984 Grzegorz which,1
"political disloyalty"".1986–1992 Szczecin",1
daily Port Gdynia,1
Commission Toruń Solidarity GS,1
1962  1993,1
1986 Gdańsk Repair retirement,1
first Nszowiek Professional Union,1
DepartmentZB-1 Hutniki Committee,1
Committee i m. Lenin,1
technical education Warsaw,1
Automotive Technical Kalisz,1
1980 printing house Gdańsk,1
executive interstate group,1
neglected Gdańsk families,1
official star media,1
1997Audit Housing retirement,1
1984 Pafal precision Świdnica,1
2014 Sp.z o. retirement,1
1 school Wrocław,1
political Polish Independence council,1
2006 Political Council retirement,1
1983 Akademche Ausländer Bonn,1
1966 Dominican 1971,1
independent Poland Write,1
parliamentary election campaign,1
Louvain la Neuve,1
1968 Cooperative Work Bartoszyce,1
working  station,1
unemployed  2000,1
underground power structures,1
1979 Young Poets Club,1
Commission First S,1
young Catholic Catholic Club,1
SOS SOR KRPT.Optima,1
weekly Akademia Górniczo Hutnicza,1
Municipal hunger march,1
high  Olsztyn,1
agricultural  Ziębice,1
high Polish Republic,1
pedagogical Student Rzeszów,1
regional W1988 structures,1
Regional Tourist Organization,1
1986 Kambon Mine Katowice,1
SOR KRPT.Informant,1
1989 SOR KRPT.Structure,1
trade unions Ego pension,1
stretched student revisions,1
fleece Polar retirement,1
Polish Sobieszęcka,1
7th Gdańsk ZR,1
S trade Małopolska,1
16 months IV,1
SOR KRPT.Eagle SOR fan,1
Mining Lubin,1
KW Mo KW Legnica,1
Basic Vocational Suwałki,1
launching printing Kresz,1
5  Kwidzyn,1
mainly Aleksandra Seredyński,1
"1985 others""Tygodnik Mazowsze",1
Predom Polar Polar Dam,1
S Nuclear Spruce,1
Department Polish Sciences,1
Underground Radio Underground Poniatowa,1
1982 Military employment,1
mechanical  Świdnik,1
first Supreme Poland,1
IX 1951 Economic 1986,1
transport,1
1982 self education activities,1
2004 Ambassador Rzeczpospolita Ottawa,1
vocational  Lubartów,1
S Underground Puławy,1
M Nszowiek Konin,1
"underground others""Tygodnik postcards",1
Transport Techmatrans Ibid,1
1991 ATLAS Dzierżoniów,1
1981 1st Towns,1
scripture printing demonstration,1
1987 National Professional Union,1
2000 Polonia Restituta,1
5 Polish Górnych,1
1980 Working Elwro,1
underground Underground Theater,1
high Kazimierz Sieradz,1
2002 Sieradz Poviat,1
FacultyV EC Krypt,1
mining technical mining Zabrze,1
2001 Honorary Consul Szczecin,1
1981 Mazowsze Region;Vice President,1
"printing Mazowsze"").II writings",1
1988 Mastavery pension,1
Witness State Railways dir,1
day,1
underground Mole;Coordinator colleave Spectator,1
ECCO advertising innovation agency,1
grade Żoliborz Warsaw,1
Radio Robert Ostrzeszów,1
retirement unemployment 2000,1
opposite round table,1
Currently shipbuilding Norway,1
state construction Warsaw,1
1993 DYR.Poviat Labor Mielec,1
1981 15 II 1982,1
royal  cannon,1
own orchard Orzechowce,1
Solidarity trade Lublin,1
parliament.1990 1993 parliament.1990 1993,1
vocational  Andrychów,1
Committee  AFM.Since,1
magazine X REZONANS,1
editorial Lake District,1
Conradinum Gdańsk,1
S Professional Nejni,1
mechanical  technicians,1
1981 protest shipyard,1
high  Świdnica,1
Committee housing Świdnica,1
tourist Continuing Education society,1
monthly A. Tczew,1
action POLMO Tczew,1
reactivation participant reactivation Mielec,1
1985 Wola Trzynicka,1
1992 Kraśnicka 2005,1
1970 Independent Publishing Gdańsk,1
young Poland publishing house,1
journalist 1st Towns,1
Polish agency Warsaw,1
Tymiński,1
Technical Secondary Wrocław,1
Journalist Publishing House,1
weekly Głos Catholic,1
High Przemyśl,1
fundamental metal Szczecin,1
1981 Workers WZD,1
Committee  pension,1
corrosion  pension,1
3 METTRIAL REGIONAL Krakow,1
1989 KRAKOWSKI POLFA POLFA,1
Mo SOR KRPT.CONSPIRATORS,1
committees  S,1
Municipal Nszowiek Professional,1
technical oil mining,1
graduate Maria Curie Lublin,1
Ukrainian  relations,1
Cosmetic Store Szczecin,1
2006 Jan Józef Hajnówka,1
sound trade processor,1
Krzysztof Wyszkowski,1
national European parliaments,1
mechanical ship construction techniques,1
1970 Szczecin shipyards,1
Grade City employment,1
case).VI VII case).VI Delegate,1
Western Polish Paris,1
1994 Correspondent Polska Sciences,1
Strzebelinki.1986 1989 Starogard Gdański,1
2010  Freedom,1
twice  searches,1
contact Świdnik,1
1956 Higher Pedagogical Krakow,1
X Delegate Commission Map,1
"invalidic Tygodnik Mazowsze"".1984 Myślenice",1
IV High Olsztyn,1
Participant Warmian Masurian strike,1
leavingIII SOR crypt,1
1981 Magla Worker RFN,1
radio Andrzej S,1
State Supplies Poland,1
1988 Factory Porter,1
1987 Walentynowicz monument Wrzeszcz,1
1989 SOR KRPT.Shadows,1
KWS Independent Wrocław,1
underground Catholic Intelligence Piła,1
underground Work Cooperative Świetlik,1
1958 Transport Gdańsk,1
1989 printer Independence 1989,1
1989 Saint Paul Lublin,1
pastoral Lublin Lublin,1
Penual Electronic Katowice,1
committee IX Gdańsk,1
professional Council Biała Podlaska,1
independent trade West,1
1989 p. V EC,1
opposition,1
2007  1967,1
FacultyIV SOR Nowy,1
harder strike Konin,1
2004 National Niezniezek,1
cheer,1
Cooperative activities.1982 employee,1
1959 Nicolaus leaveRights,1
close trade JSP,1
half year US,1
1989 SHL car Kielce,1
2010 National Security Bureau,1
1981 Charity Gdańsk,1
Father,1
3 Władysław Kunicki Goldfinger,1
Solidarity SOR KRPT.Madrid,1
Dekanata Skoroszyce,1
i Grzegorz Surdy,1
MO EC KRPT.Driver,1
2nd conciliar session,1
Gazeta Podlaska,1
design hull office,1
1 KW November,1
KW MO SOR KRPT.Company,1
Agricultural Professional Przemyśl,1
Hard Pomeranian invalid,1
radio Skierniewice,1
1980 Grójecki Land Kościerzyna,1
vocational  Skierniewice,1
catechetical EC points,1
priestly Jagiellonian University,1
St. Olsztyn,1
2012 Management Board,1
Kashubian Pomeranian Association,1
Economic Kępno,1
independent International Labor delegate,1
retirement PiS benefits,1
vocational Nowa Huta,1
Solidarity » Metallurgical Nowa Cracow,1
Cracow branch SW,1
1955 Nicolaus Copernicus Toruń,1
prof Polish Humanitarian Foundation,1
work  opportunities,1
plenipotentiary Polonia Sydney,1
underground Gazeta expenditures,1
Mechanical Engineering Tamże,1
martial Workbook Aluminum law,1
1988 Provincial Court,1
SOS SOR KRPT.Fantast,1
general  sciences,1
temporary Personal Persons,1
underground work.1984 Sciences,1
graduate Dentistry Dental journalism,1
1981 health care,1
S healthcare Legnica,1
SO IV crypt,1
Free Trade worker,1
social Political Katowice,1
cultural Jagiellian Lewitation,1
2009 Podbeskidzie Bielsko Biała,1
initially protest actions,1
1987 Gryzonie Gryf fine,1
1993 Fast ZPSS,1
1984 SOR BAGNO,1
fundamental metal Mielec,1
chain,1
80 Kolporter Łańcut,1
Technical Tarnów,1
Members National Niezniazek,1
own Małopolska business,1
high  Konin,1
graphic  plants,1
1988 Main Board,1
1980).A Adam Poznań,1
scientific Warsaw worker,1
financial  fines,1
Kazimierz T. Brzuszkiewicz,1
1986 SOR crypt,1
graduate Cracow Technology,1
mechanical machine plants,1
III 1984 III Tarnów,1
poetry harvest,1
also Powszechny Tygodnik,1
military IX PZPR,1
performed  activities,1
Lublin SOR Krypt,1
Białystok S,1
legal St. Stanisława Szczecin,1
underground screen pension,1
Secret student Wydz,1
1981 Sanok market,1
old Higher village,1
60 Finish detention,1
executive trade IBJ,1
1981 Scientific Scientific Publications,1
proclaimed  views,1
event,1
KRPT.Kobra  Assistant,1
1980 Judicial Law target,1
Plastic Jarosław,1
S Copper 1989,1
Automotive Szczecin,1
military Negotiator independent Interior,1
own Protected Introl Racontrol,1
"1982 S"".1 pension",1
high  Świdnik,1
Włodawa,1
1990 Robert 2009,1
2003 AssociationTadeusz Kościuszki,1
priestly Major 1956,1
1980 Mary 1984,1
there Confessing packages,1
1980 Suor Suprus,1
Soviet  L.,1
photographic  plant,1
Board bank PLN,1
Sweden.1989 Juliusz Nowiny Sokolnicki,1
World Veterans,1
mechanical Ostrów Wielkopolski,1
trade unions election 1995,1
high  Rozwadów,1
responsible strike guard,1
1999 flood retirement,1
High Wrocław,1
Kmiecie Przemyśl,1
FacultyIII SOR KRPT.Antenna,1
Polish justice;In authors,1
1999 Catholic Educators,1
2009 Pro Freedom,1
radio Góra Kalwaria,1
2010 zm.10 Warsaw,1
independent service repair,1
Repeatedly opposition SB,1
1990 Polish Skills,1
1998 candlelight dinners,1
1981 strike bulletin,1
Toruń Fr,1
Agricultural Provincial Products,1
technician  car,1
report,1
times  1988,1
grade Emanuel pension,1
Solidarity Afghanistan,1
1942 Water Construction,1
Russian Polish Poland,1
1988 Joanna Kulmowa,1
Rzsr VI,1
private service plants,1
1970 AGH Krakow,1
VII 1980 Krakow structure,1
2 year years,1
1981 Józef Piłsudski,1
1988 ATA Gdańsk,1
Electric Krakow,1
2 Polish Scenes Praszka,1
1949  Wroclaw,1
11  Rzeszów,1
Polish Social Control Rzeszów,1
11  XI,1
S Brzeg Dolny,1
2004 Catholic Intelligence Podhale,1
official Education circulation,1
Angular SchoolB. Nowodworski Krakow,1
1986 SOR KRPT.May,1
three Chapter General Rome,1
2012 Poland Sciences,1
1958–1980 Catholic Intelligence Warsaw,1
John Paul education,1
democracy,1
there Provincial VI,1
matter,1
fate,1
Solidarity trade workers,1
professor,1
2011 PO list,1
Scriptures,1
striking rally workers,1
Youth Socialist,1
pastoral Catholic Intelligence Club,1
land.1995 Third Reich,1
ViewGeodesy Agricultural Krakow,1
union Ustroń Polanie,1
scientific publishing company,1
1985 Ostrów fine,1
priestly  Krakow,1
1983 Supreme detention,1
1988 opposition persons.1983,1
1987 Saint Warsaw,1
1981 Provincial Suwałki,1
currently Scientific Information Warsaw,1
slept  texts,1
Technical Głogów,1
Głogów Żukowice,1
